Date,ARCO,BFR,CRESY,EDN,GGAL,IRS,IRCP,BMA,MELI,NTL,PAM,PZE,TEO,TGS,YPF
2013-01-02 00:00:00+00:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-01-03 00:00:00+00:00,1.0446790262,0.994274722306,0.980052512627,1.01255661804,1.0,0.987252038727,1.0,1.02617066976,1.00559065994,1.00205473526,1.01994301994,1.01992029356,1.01896120221,1.03977301207,0.99598394568
2013-01-04 00:00:00+00:00,1.11454103622,0.975190919094,0.957480329786,1.02054764083,1.0,0.977337164384,1.01730521503,1.02892550818,1.00619837245,1.00547943471,1.06267806268,1.02191244516,1.02225888685,1.03977301207,0.995314626205
2013-01-07 00:00:00+00:00,1.10641750686,0.990458000729,0.980577495763,1.02511335619,1.0,0.963172874241,1.02410381571,1.10055086433,1.00413228137,1.00616429019,1.07977207977,1.02988064408,1.03462491356,1.03977301207,1.00066938821
2013-01-08 00:00:00+00:00,1.09666935724,0.975190919094,0.956430418567,0.970319727388,0.995,0.947592112164,1.02410381571,1.10881537961,1.01397669325,1.0,1.06552706553,1.05577698496,1.01813687794,1.0568182118,1.05087013594
2013-01-09 00:00:00+00:00,1.13160031944,0.971374002188,0.956955401703,0.99657457247,1.04,0.95892345844,0.967243456298,1.12121200488,1.0512882993,1.02328761862,1.07977207977,1.05577698496,1.02720531691,1.09090927078,1.03480591866
2013-01-10 00:00:00+00:00,1.13160031944,0.97900764067,0.950131281568,1.00456559526,1.275,0.97025494778,0.995055606952,1.13911845466,1.0487360531,1.0123287492,1.14245014245,1.03187259194,1.02885406234,1.06818211797,1.02878183718
2013-01-11 00:00:00+00:00,1.1332249397,0.994274722306,0.955380672506,1.01027376036,1.24,0.946175640231,0.985166820856,1.14049572622,1.05201749479,1.02054785906,1.10826210826,0.984063805898,1.0420446071,1.06818211797,1.01472557833
2013-01-14 00:00:00+00:00,1.12185216983,0.977099084553,0.948031514183,1.00342422647,1.155,0.934844150891,0.983930762754,1.12672168174,1.05687895924,1.02739725796,1.09401709402,1.00597625106,1.07089857256,1.07386407106,1.01673360549
2013-01-15 00:00:00+00:00,1.1283509077,0.942748004376,0.913385820269,0.992008977214,1.115,0.909348514471,0.976514253503,1.12947652016,1.06016048774,1.02328761862,1.05698005698,0.992032004818,1.08573786275,1.04545496516,1.01070952401
2013-01-16 00:00:00+00:00,1.13241262957,0.952290003647,0.922834690925,0.979452239067,1.27,0.920679860748,0.988875155802,1.13911845466,1.05493442555,1.04383556209,1.1396011396,0.986055753759,1.10387474069,1.06250016489,1.01004020453
2013-01-17 00:00:00+00:00,1.12103977409,0.9694656414,0.947506531047,0.998858631213,1.32,0.932011350088,0.988875155802,1.14738282229,1.06599417564,1.07191775994,1.11111111111,0.994023952679,1.14591925091,1.03409105899,1.00468544253
2013-01-18 00:00:00+00:00,1.11047922873,0.940839643588,0.946981713069,1.04223689065,1.25,0.922096332681,0.98763901738,1.21763075922,1.07255714583,1.09178076352,1.10541310541,1.00597625106,1.18466617338,1.07386407106,1.00468544253
2013-01-22 00:00:00+00:00,1.10885452286,0.975190919094,0.957480329786,1.08675784005,1.26,0.973087748584,0.977750311605,1.30578499828,1.06404964194,1.10616433239,1.17663817664,1.00398409946,1.19620777894,1.06818211797,1.01874170138
2013-01-23 00:00:00+00:00,1.1096669186,0.959923642129,0.946456784986,1.03881266419,1.32,0.951841384901,0.982694624332,1.25757562111,1.06404964194,1.11849308159,1.1452991453,0.986055753759,1.21599340231,1.05113625871,1.01070952401
2013-01-24 00:00:00+00:00,1.12103977409,0.94847328207,0.939632554746,1.0376712954,1.48,0.922096332681,0.98763901738,1.22038545,1.06611573302,1.10068489768,1.19088319088,0.994023952679,1.20774938449,1.0568182118,1.03614455761
2013-01-25 00:00:00+00:00,1.12591380609,0.937022922011,0.911286162989,1.02968015251,1.41,0.927762077351,0.98763901738,1.21212108237,1.08458920617,1.11232870699,1.21082621083,0.986055753759,1.24402314038,1.10227317696,1.03748326529
2013-01-28 00:00:00+00:00,1.12672620183,0.916030562681,0.890813637428,1.01940627204,1.4,0.924929276548,0.976514253503,1.21625334001,1.06550802051,1.11575349086,1.18803418803,1.01992029356,1.2646331849,1.09090927078,1.0528781631
2013-01-29 00:00:00+00:00,1.12103977409,0.935114561223,0.911286162989,1.02968015251,1.465,0.916430588011,0.988875155802,1.22727254607,1.05858045258,1.11712320181,1.24216524217,1.04780878604,1.27535046619,1.10795447051,1.16800544308
2013-01-30 00:00:00+00:00,1.11372864047,0.902671646505,0.901837292333,1.10159731577,1.49,0.916430588011,0.988875155802,1.23966931899,1.04059314695,1.11849308159,1.19373219373,1.05577698496,1.24484756153,1.11363642359,1.16265068108
2013-01-31 00:00:00+00:00,1.11616565647,0.904580007294,0.874015773607,1.09018206652,1.415,0.940509895561,0.978368300495,1.21900817844,1.07438020895,1.12945203543,1.22792022792,1.07171317907,1.30832644055,1.07386407106,1.13520748285
2013-02-01 00:00:00+00:00,1.15759544216,0.931297644317,0.934908146944,1.09931445809,1.425,0.926345605418,0.982694624332,1.1997244571,1.06222657882,1.10616433239,1.23646723647,1.06374518388,1.31244854634,1.09090927078,1.14457836791
2013-02-04 00:00:00+00:00,1.14134846906,0.883587843293,0.885564356596,1.08447498237,1.395,0.842776193429,0.982694624332,1.1845729934,1.04679143259,1.11301364688,1.18233618234,1.05577698496,1.29760925615,1.09090927078,1.12583666653
